team,tournament_year,goals_scored,fbref_goals_per90,fbref_xg_per90,fbref_assists_per90
Russia,2006,5,0.5,0.425,0.2
Russia,2007,13,1.3,1.105,0.52
Russia,2008,13,1.3,1.105,0.52
Russia,2009,15,1.5,1.275,0.6000000000000001
Russia,2010,6,0.6,0.51,0.24
Russia,2011,11,1.1,0.935,0.44000000000000006
Russia,2012,13,1.3,1.105,0.52
Russia,2013,12,1.2,1.02,0.48
Russia,2014,8,0.8,0.68,0.32000000000000006
Russia,2015,12,1.2,1.02,0.48
Russia,2016,2,0.2,0.17,0.08000000000000002
Russia,2017,3,0.3,0.255,0.12
Russia,2018,15,1.5,1.275,0.6000000000000001
Russia,2019,33,3.3,2.8049999999999997,1.32
Russia,2020,9,0.9,0.765,0.36000000000000004
Russia,2021,21,2.1,1.785,0.8400000000000001
Rwanda,1996,1,0.1,0.085,0.04000000000000001
Rwanda,2000,2,0.2,0.17,0.08000000000000002
Rwanda,2003,4,0.4,0.34,0.16000000000000003
Rwanda,2004,7,0.7,0.595,0.27999999999999997
Rwanda,2005,2,0.2,0.17,0.08000000000000002
Rwanda,2008,7,0.7,0.595,0.27999999999999997
Rwanda,2009,1,0.1,0.085,0.04000000000000001
Rwanda,2011,4,0.4,0.34,0.16000000000000003
Rwanda,2012,1,0.1,0.085,0.04000000000000001
Rwanda,2013,2,0.2,0.17,0.08000000000000002
Rwanda,2015,1,0.1,0.085,0.04000000000000001
Rwanda,2019,10,1.0,0.85,0.4
Rwanda,2021,2,0.2,0.17,0.08000000000000002
Rwanda,2023,2,0.2,0.17,0.08000000000000002
Rwanda,2024,1,0.1,0.085,0.04000000000000001
Rwanda,2025,2,0.2,0.17,0.08000000000000002
Saarland,1953,3,0.3,0.255,0.12
Saarland,1954,1,0.1,0.085,0.04000000000000001
Saint Kitts and Nevis,1996,8,0.8,0.68,0.32000000000000006
Saint Kitts and Nevis,2000,15,1.5,1.275,0.6000000000000001
Saint Kitts and Nevis,2004,18,1.8,1.53,0.7200000000000001
Saint Kitts and Nevis,2008,2,0.2,0.17,0.08000000000000002
Saint Kitts and Nevis,2011,6,0.6,0.51,0.24
Saint Kitts and Nevis,2015,15,1.5,1.275,0.6000000000000001
Saint Kitts and Nevis,2021,8,0.8,0.68,0.32000000000000006
Saint Kitts and Nevis,2024,1,0.1,0.085,0.04000000000000001
Saint Kitts and Nevis,2025,4,0.4,0.34,0.16000000000000003
Saint Lucia,1992,2,0.2,0.17,0.08000000000000002
Saint Lucia,1996,1,0.1,0.085,0.04000000000000001
Saint Lucia,2000,1,0.1,0.085,0.04000000000000001
Saint Lucia,2004,10,1.0,0.85,0.4
Saint Lucia,2008,4,0.4,0.34,0.16000000000000003
Saint Lucia,2011,10,1.0,0.85,0.4
Saint Lucia,2015,4,0.4,0.34,0.16000000000000003
Saint Lucia,2024,3,0.3,0.255,0.12
Saint Lucia,2025,2,0.2,0.17,0.08000000000000002
Saint Vincent and the Grenadines,1992,5,0.5,0.425,0.2
Saint Vincent and the Grenadines,1996,17,1.7,1.4449999999999998,0.68
Saint Vincent and the Grenadines,2000,24,2.4,2.04,0.96
Saint Vincent and the Grenadines,2004,11,1.1,0.935,0.44000000000000006
Saint Vincent and the Grenadines,2008,1,0.1,0.085,0.04000000000000001
Saint Vincent and the Grenadines,2011,4,0.4,0.34,0.16000000000000003
Saint Vincent and the Grenadines,2015,10,1.0,0.85,0.4
Saint Vincent and the Grenadines,2016,5,0.5,0.425,0.2
Saint Vincent and the Grenadines,2021,3,0.3,0.255,0.12
Saint Vincent and the Grenadines,2024,2,0.2,0.17,0.08000000000000002
Saint Vincent and the Grenadines,2025,7,0.7,0.595,0.27999999999999997
Samoa,1996,2,0.2,0.17,0.08000000000000002
Samoa,2001,9,0.9,0.765,0.36000000000000004
Samoa,2004,5,0.5,0.425,0.2
Samoa,2011,5,0.5,0.425,0.2
Samoa,2012,1,0.1,0.085,0.04000000000000001
Samoa,2015,6,0.6,0.51,0.24
Samoa,2024,7,0.7,0.595,0.27999999999999997
San Marino,1991,1,0.1,0.085,0.04000000000000001
San Marino,1992,1,0.1,0.085,0.04000000000000001
San Marino,1993,1,0.1,0.085,0.04000000000000001
San Marino,1994,1,0.1,0.085,0.04000000000000001
San Marino,1995,1,0.1,0.085,0.04000000000000001
San Marino,1998,1,0.1,0.085,0.04000000000000001
San Marino,2001,3,0.3,0.255,0.12
San Marino,2005,2,0.2,0.17,0.08000000000000002
San Marino,2007,2,0.2,0.17,0.08000000000000002
San Marino,2008,1,0.1,0.085,0.04000000000000001
San Marino,2013,1,0.1,0.085,0.04000000000000001
San Marino,2015,1,0.1,0.085,0.04000000000000001
San Marino,2016,1,0.1,0.085,0.04000000000000001
San Marino,2017,1,0.1,0.085,0.04000000000000001
San Marino,2019,1,0.1,0.085,0.04000000000000001
San Marino,2021,1,0.1,0.085,0.04000000000000001
San Marino,2023,3,0.3,0.255,0.12
San Marino,2024,5,0.5,0.425,0.2
San Marino,2025,2,0.2,0.17,0.08000000000000002
Saudi Arabia,1976,3,0.3,0.255,0.12
Saudi Arabia,1981,9,0.9,0.765,0.36000000000000004
Saudi Arabia,1984,7,0.7,0.595,0.27999999999999997
Saudi Arabia,1988,5,0.5,0.425,0.2
Saudi Arabia,1989,11,1.1,0.935,0.44000000000000006
Saudi Arabia,1992,12,1.2,1.02,0.48
Saudi Arabia,1993,28,2.8,2.38,1.1199999999999999
Saudi Arabia,1994,5,0.5,0.425,0.2
Saudi Arabia,1996,11,1.1,0.935,0.44000000000000006
Saudi Arabia,1997,27,2.7,2.295,1.08
Saudi Arabia,1998,2,0.2,0.17,0.08000000000000002
Saudi Arabia,1999,8,0.8,0.68,0.32000000000000006
Saudi Arabia,2000,11,1.1,0.935,0.44000000000000006
Saudi Arabia,2001,47,4.7,3.995,1.8800000000000001
Saudi Arabia,2004,17,1.7,1.4449999999999998,0.68
Saudi Arabia,2005,10,1.0,0.85,0.4
Saudi Arabia,2006,2,0.2,0.17,0.08000000000000002
Saudi Arabia,2007,12,1.2,1.02,0.48
Saudi Arabia,2008,15,1.5,1.275,0.6000000000000001
Saudi Arabia,2009,7,0.7,0.595,0.27999999999999997
Saudi Arabia,2011,13,1.3,1.105,0.52
Saudi Arabia,2012,2,0.2,0.17,0.08000000000000002
Saudi Arabia,2015,27,2.7,2.295,1.08
Saudi Arabia,2016,12,1.2,1.02,0.48
Saudi Arabia,2017,8,0.8,0.68,0.32000000000000006
Saudi Arabia,2018,2,0.2,0.17,0.08000000000000002
Saudi Arabia,2019,14,1.4,1.19,0.5599999999999999
Saudi Arabia,2021,23,2.3,1.9549999999999998,0.9199999999999999
Saudi Arabia,2022,6,0.6,0.51,0.24
Saudi Arabia,2023,6,0.6,0.51,0.24
Saudi Arabia,2024,14,1.4,1.19,0.5599999999999999
Saudi Arabia,2025,9,0.9,0.765,0.36000000000000004
Saudi Arabia,2026,1,0.1,0.085,0.04000000000000001
Scotland,1949,10,1.0,0.85,0.4
Scotland,1953,6,0.6,0.51,0.24
Scotland,1954,2,0.2,0.17,0.08000000000000002
Scotland,1957,10,1.0,0.85,0.4
Scotland,1958,4,0.4,0.34,0.16000000000000003
Scotland,1961,12,1.2,1.02,0.48
Scotland,1964,3,0.3,0.255,0.12
Scotland,1965,5,0.5,0.425,0.2
Scotland,1966,3,0.3,0.255,0.12
Scotland,1967,6,0.6,0.51,0.24
Scotland,1968,8,0.8,0.68,0.32000000000000006
Scotland,1969,11,1.1,0.935,0.44000000000000006
Scotland,1970,1,0.1,0.085,0.04000000000000001
Scotland,1971,3,0.3,0.255,0.12
Scotland,1972,6,0.6,0.51,0.24
Scotland,1973,2,0.2,0.17,0.08000000000000002
Scotland,1974,4,0.4,0.34,0.16000000000000003
Scotland,1975,7,0.7,0.595,0.27999999999999997
Scotland,1976,1,0.1,0.085,0.04000000000000001
Scotland,1977,5,0.5,0.425,0.2
Scotland,1978,10,1.0,0.85,0.4
Scotland,1979,6,0.6,0.51,0.24
Scotland,1980,5,0.5,0.425,0.2
Scotland,1981,8,0.8,0.68,0.32000000000000006
Scotland,1982,12,1.2,1.02,0.48
Scotland,1983,4,0.4,0.34,0.16000000000000003
Scotland,1984,6,0.6,0.51,0.24
Scotland,1985,4,0.4,0.34,0.16000000000000003
Scotland,1986,4,0.4,0.34,0.16000000000000003
Scotland,1987,4,0.4,0.34,0.16000000000000003
Scotland,1988,3,0.3,0.255,0.12
Scotland,1989,9,0.9,0.765,0.36000000000000004
Scotland,1990,7,0.7,0.595,0.27999999999999997
Scotland,1991,9,0.9,0.765,0.36000000000000004
Scotland,1992,4,0.4,0.34,0.16000000000000003
Scotland,1993,13,1.3,1.105,0.52
Scotland,1994,8,0.8,0.68,0.32000000000000006
Scotland,1995,11,1.1,0.935,0.44000000000000006
Scotland,1996,4,0.4,0.34,0.16000000000000003
Scotland,1997,12,1.2,1.02,0.48
Scotland,1998,7,0.7,0.595,0.27999999999999997
Scotland,1999,11,1.1,0.935,0.44000000000000006
Scotland,2000,4,0.4,0.34,0.16000000000000003
Scotland,2001,8,0.8,0.68,0.32000000000000006
Scotland,2002,4,0.4,0.34,0.16000000000000003
Scotland,2003,9,0.9,0.765,0.36000000000000004
Scotland,2004,1,0.1,0.085,0.04000000000000001
Scotland,2005,8,0.8,0.68,0.32000000000000006
Scotland,2006,9,0.9,0.765,0.36000000000000004
Scotland,2007,12,1.2,1.02,0.48
Scotland,2008,2,0.2,0.17,0.08000000000000002
Scotland,2009,4,0.4,0.34,0.16000000000000003
Scotland,2010,4,0.4,0.34,0.16000000000000003
Scotland,2011,5,0.5,0.425,0.2
Scotland,2012,2,0.2,0.17,0.08000000000000002
Scotland,2013,6,0.6,0.51,0.24
Scotland,2014,5,0.5,0.425,0.2
Scotland,2015,17,1.7,1.4449999999999998,0.68
Scotland,2016,6,0.6,0.51,0.24
Scotland,2017,11,1.1,0.935,0.44000000000000006
Scotland,2018,10,1.0,0.85,0.4
Scotland,2019,16,1.6,1.36,0.6400000000000001
Scotland,2020,6,0.6,0.51,0.24
Scotland,2021,18,1.8,1.53,0.7200000000000001
Scotland,2022,12,1.2,1.02,0.48
Scotland,2023,17,1.7,1.4449999999999998,0.68
Scotland,2024,9,0.9,0.765,0.36000000000000004
Scotland,2025,14,1.4,1.19,0.5599999999999999
Scotland,2026,1,0.1,0.085,0.04000000000000001
Senegal,1965,5,0.5,0.425,0.2
Senegal,1968,5,0.5,0.425,0.2
Senegal,1969,2,0.2,0.17,0.08000000000000002
Senegal,1972,1,0.1,0.085,0.04000000000000001
Senegal,1976,1,0.1,0.085,0.04000000000000001
Senegal,1984,1,0.1,0.085,0.04000000000000001
Senegal,1986,3,0.3,0.255,0.12
Senegal,1990,3,0.3,0.255,0.12
Senegal,1992,7,0.7,0.595,0.27999999999999997
Senegal,1993,8,0.8,0.68,0.32000000000000006
Senegal,1994,2,0.2,0.17,0.08000000000000002
Senegal,1996,2,0.2,0.17,0.08000000000000002
Senegal,2000,9,0.9,0.765,0.36000000000000004
Senegal,2001,13,1.3,1.105,0.52
Senegal,2002,13,1.3,1.105,0.52
Senegal,2004,13,1.3,1.105,0.52
Senegal,2005,12,1.2,1.02,0.48
Senegal,2006,7,0.7,0.595,0.27999999999999997
Senegal,2008,13,1.3,1.105,0.52
Senegal,2012,7,0.7,0.595,0.27999999999999997
Senegal,2013,7,0.7,0.595,0.27999999999999997
Senegal,2015,8,0.8,0.68,0.32000000000000006
Senegal,2016,2,0.2,0.17,0.08000000000000002
Senegal,2017,14,1.4,1.19,0.5599999999999999
Senegal,2018,4,0.4,0.34,0.16000000000000003
Senegal,2019,8,0.8,0.68,0.32000000000000006
Senegal,2021,15,1.5,1.275,0.6000000000000001
Senegal,2022,15,1.5,1.275,0.6000000000000001
Senegal,2023,4,0.4,0.34,0.16000000000000003
Senegal,2024,11,1.1,0.935,0.44000000000000006
Senegal,2025,23,2.3,1.9549999999999998,0.9199999999999999
Senegal,2026,6,0.6,0.51,0.24
Serbia,1928,1,0.1,0.085,0.04000000000000001
Serbia,1930,7,0.7,0.595,0.27999999999999997
Serbia,1933,2,0.2,0.17,0.08000000000000002
Serbia,1934,1,0.1,0.085,0.04000000000000001
Serbia,1938,1,0.1,0.085,0.04000000000000001
Serbia,1949,16,1.6,1.36,0.6400000000000001
Serbia,1950,7,0.7,0.595,0.27999999999999997
Serbia,1953,2,0.2,0.17,0.08000000000000002
Serbia,1954,4,0.4,0.34,0.16000000000000003
Serbia,1957,7,0.7,0.595,0.27999999999999997
Serbia,1958,7,0.7,0.595,0.27999999999999997
Serbia,1959,3,0.3,0.255,0.12
Serbia,1960,12,1.2,1.02,0.48
Serbia,1961,11,1.1,0.935,0.44000000000000006
Serbia,1962,13,1.3,1.105,0.52
Serbia,1963,3,0.3,0.255,0.12
Serbia,1964,3,0.3,0.255,0.12
Serbia,1965,7,0.7,0.595,0.27999999999999997
Serbia,1967,8,0.8,0.68,0.32000000000000006
Serbia,1968,17,1.7,1.4449999999999998,0.68
Serbia,1969,10,1.0,0.85,0.4
Serbia,1970,3,0.3,0.255,0.12
Serbia,1971,4,0.4,0.34,0.16000000000000003
Serbia,1972,3,0.3,0.255,0.12
Serbia,1973,4,0.4,0.34,0.16000000000000003
Serbia,1974,16,1.6,1.36,0.6400000000000001
Serbia,1975,9,0.9,0.765,0.36000000000000004
Serbia,1976,7,0.7,0.595,0.27999999999999997
Serbia,1977,6,0.6,0.51,0.24
Serbia,1978,3,0.3,0.255,0.12
Serbia,1979,11,1.1,0.935,0.44000000000000006
Serbia,1980,7,0.7,0.595,0.27999999999999997
Serbia,1981,15,1.5,1.275,0.6000000000000001
Serbia,1982,8,0.8,0.68,0.32000000000000006
Serbia,1983,6,0.6,0.51,0.24
Serbia,1984,5,0.5,0.425,0.2
Serbia,1985,4,0.4,0.34,0.16000000000000003
Serbia,1986,4,0.4,0.34,0.16000000000000003
Serbia,1987,9,0.9,0.765,0.36000000000000004
Serbia,1988,8,0.8,0.68,0.32000000000000006
Serbia,1989,8,0.8,0.68,0.32000000000000006
Serbia,1990,16,1.6,1.36,0.6400000000000001
Serbia,1991,16,1.6,1.36,0.6400000000000001
Serbia,1996,18,1.8,1.53,0.7200000000000001
Serbia,1997,23,2.3,1.9549999999999998,0.9199999999999999
Serbia,1998,6,0.6,0.51,0.24
Serbia,1999,17,1.7,1.4449999999999998,0.68
Serbia,2000,10,1.0,0.85,0.4
Serbia,2001,20,2.0,1.7,0.8
Serbia,2002,3,0.3,0.255,0.12
Serbia,2003,8,0.8,0.68,0.32000000000000006
Serbia,2004,10,1.0,0.85,0.4
Serbia,2005,6,0.6,0.51,0.24
Serbia,2006,8,0.8,0.68,0.32000000000000006
Serbia,2007,16,1.6,1.36,0.6400000000000001
Serbia,2008,9,0.9,0.765,0.36000000000000004
Serbia,2009,13,1.3,1.105,0.52
Serbia,2010,7,0.7,0.595,0.27999999999999997
Serbia,2011,8,0.8,0.68,0.32000000000000006
Serbia,2012,6,0.6,0.51,0.24
Serbia,2013,12,1.2,1.02,0.48
Serbia,2014,2,0.2,0.17,0.08000000000000002
Serbia,2015,6,0.6,0.51,0.24
Serbia,2016,9,0.9,0.765,0.36000000000000004
Serbia,2017,11,1.1,0.935,0.44000000000000006
Serbia,2018,13,1.3,1.105,0.52
Serbia,2019,17,1.7,1.4449999999999998,0.68
Serbia,2020,12,1.2,1.02,0.48
Serbia,2021,18,1.8,1.53,0.7200000000000001
Serbia,2022,18,1.8,1.53,0.7200000000000001
Serbia,2023,15,1.5,1.275,0.6000000000000001
Serbia,2024,4,0.4,0.34,0.16000000000000003
Serbia,2025,12,1.2,1.02,0.48
Seychelles,2000,1,0.1,0.085,0.04000000000000001
Seychelles,2003,1,0.1,0.085,0.04000000000000001
Seychelles,2008,4,0.4,0.34,0.16000000000000003
Seychelles,2024,2,0.2,0.17,0.08000000000000002
Sierra Leone,1976,8,0.8,0.68,0.32000000000000006
Sierra Leone,1980,3,0.3,0.255,0.12
Sierra Leone,1996,2,0.2,0.17,0.08000000000000002
Sierra Leone,1997,4,0.4,0.34,0.16000000000000003
Sierra Leone,2000,4,0.4,0.34,0.16000000000000003
Sierra Leone,2001,2,0.2,0.17,0.08000000000000002
Sierra Leone,2003,1,0.1,0.085,0.04000000000000001
Sierra Leone,2007,1,0.1,0.085,0.04000000000000001
Sierra Leone,2008,4,0.4,0.34,0.16000000000000003
Sierra Leone,2012,4,0.4,0.34,0.16000000000000003
Sierra Leone,2013,6,0.6,0.51,0.24
Sierra Leone,2015,2,0.2,0.17,0.08000000000000002
Sierra Leone,2019,2,0.2,0.17,0.08000000000000002
Sierra Leone,2022,2,0.2,0.17,0.08000000000000002
Sierra Leone,2024,4,0.4,0.34,0.16000000000000003
Sierra Leone,2025,8,0.8,0.68,0.32000000000000006
Singapore,1977,5,0.5,0.425,0.2
Singapore,1980,1,0.1,0.085,0.04000000000000001
Singapore,1984,3,0.3,0.255,0.12
Singapore,1985,2,0.2,0.17,0.08000000000000002
Singapore,1989,12,1.2,1.02,0.48
Singapore,1993,12,1.2,1.02,0.48
Singapore,1997,2,0.2,0.17,0.08000000000000002
Singapore,2001,3,0.3,0.255,0.12
Singapore,2004,3,0.3,0.255,0.12
Singapore,2007,7,0.7,0.595,0.27999999999999997
Singapore,2008,7,0.7,0.595,0.27999999999999997
Singapore,2011,7,0.7,0.595,0.27999999999999997
Singapore,2012,1,0.1,0.085,0.04000000000000001
Singapore,2015,8,0.8,0.68,0.32000000000000006
Singapore,2016,1,0.1,0.085,0.04000000000000001
Singapore,2019,7,0.7,0.595,0.27999999999999997
Singapore,2023,4,0.4,0.34,0.16000000000000003
Singapore,2024,4,0.4,0.34,0.16000000000000003
Slovakia,1994,4,0.4,0.34,0.16000000000000003
Slovakia,1995,10,1.0,0.85,0.4
Slovakia,1996,12,1.2,1.02,0.48
Slovakia,1997,6,0.6,0.51,0.24
Slovakia,1998,7,0.7,0.595,0.27999999999999997
Slovakia,1999,5,0.5,0.425,0.2
Slovakia,2000,3,0.3,0.255,0.12
Slovakia,2001,13,1.3,1.105,0.52
Slovakia,2002,1,0.1,0.085,0.04000000000000001
Slovakia,2003,10,1.0,0.85,0.4
Slovakia,2004,15,1.5,1.275,0.6000000000000001
Slovakia,2005,11,1.1,0.935,0.44000000000000006
Slovakia,2006,12,1.2,1.02,0.48
Slovakia,2007,21,2.1,1.785,0.8400000000000001
Slovakia,2008,8,0.8,0.68,0.32000000000000006
Slovakia,2009,14,1.4,1.19,0.5599999999999999
Slovakia,2010,9,0.9,0.765,0.36000000000000004
Slovakia,2011,3,0.3,0.255,0.12
Slovakia,2012,5,0.5,0.425,0.2
Slovakia,2013,6,0.6,0.51,0.24
Slovakia,2014,8,0.8,0.68,0.32000000000000006
Slovakia,2015,9,0.9,0.765,0.36000000000000004
Slovakia,2016,10,1.0,0.85,0.4
Slovakia,2017,10,1.0,0.85,0.4
Slovakia,2018,5,0.5,0.425,0.2
Slovakia,2019,13,1.3,1.105,0.52
Slovakia,2020,7,0.7,0.595,0.27999999999999997
Slovakia,2021,19,1.9,1.615,0.76
Slovakia,2022,5,0.5,0.425,0.2
Slovakia,2023,17,1.7,1.4449999999999998,0.68
Slovakia,2024,14,1.4,1.19,0.5599999999999999
Slovakia,2025,6,0.6,0.51,0.24
Slovakia,2026,3,0.3,0.255,0.12
Slovenia,1994,2,0.2,0.17,0.08000000000000002
Slovenia,1995,11,1.1,0.935,0.44000000000000006
Slovenia,1996,1,0.1,0.085,0.04000000000000001
Slovenia,1997,4,0.4,0.34,0.16000000000000003
Slovenia,1998,4,0.4,0.34,0.16000000000000003
Slovenia,1999,11,1.1,0.935,0.44000000000000006
Slovenia,2000,10,1.0,0.85,0.4
Slovenia,2001,14,1.4,1.19,0.5599999999999999
Slovenia,2002,5,0.5,0.425,0.2
Slovenia,2003,13,1.3,1.105,0.52
Slovenia,2004,4,0.4,0.34,0.16000000000000003
Slovenia,2005,6,0.6,0.51,0.24
Slovenia,2006,4,0.4,0.34,0.16000000000000003
Slovenia,2007,5,0.5,0.425,0.2
Slovenia,2008,5,0.5,0.425,0.2
Slovenia,2009,15,1.5,1.275,0.6000000000000001
Slovenia,2010,10,1.0,0.85,0.4
Slovenia,2011,4,0.4,0.34,0.16000000000000003
Slovenia,2012,3,0.3,0.255,0.12
Slovenia,2013,11,1.1,0.935,0.44000000000000006
Slovenia,2014,4,0.4,0.34,0.16000000000000003
Slovenia,2015,15,1.5,1.275,0.6000000000000001
Slovenia,2016,4,0.4,0.34,0.16000000000000003
Slovenia,2017,8,0.8,0.68,0.32000000000000006
Slovenia,2018,5,0.5,0.425,0.2
Slovenia,2019,16,1.6,1.36,0.6400000000000001
Slovenia,2020,8,0.8,0.68,0.32000000000000006
Slovenia,2021,13,1.3,1.105,0.52
Slovenia,2022,6,0.6,0.51,0.24
Slovenia,2023,20,2.0,1.7,0.8
Slovenia,2024,9,0.9,0.765,0.36000000000000004
Slovenia,2025,4,0.4,0.34,0.16000000000000003
Solomon Islands,1980,3,0.3,0.255,0.12
Solomon Islands,1992,5,0.5,0.425,0.2
Solomon Islands,1996,3,0.3,0.255,0.12
Solomon Islands,1997,20,2.0,1.7,0.8
Solomon Islands,2000,7,0.7,0.595,0.27999999999999997
Solomon Islands,2001,17,1.7,1.4449999999999998,0.68
Solomon Islands,2002,3,0.3,0.255,0.12
Solomon Islands,2004,24,2.4,2.04,0.96
Solomon Islands,2005,1,0.1,0.085,0.04000000000000001
Solomon Islands,2012,10,1.0,0.85,0.4
Solomon Islands,2016,3,0.3,0.255,0.12
Solomon Islands,2017,8,0.8,0.68,0.32000000000000006
Solomon Islands,2022,8,0.8,0.68,0.32000000000000006
Solomon Islands,2024,4,0.4,0.34,0.16000000000000003
Somalia,1980,1,0.1,0.085,0.04000000000000001
Somalia,2019,2,0.2,0.17,0.08000000000000002
Somalia,2023,1,0.1,0.085,0.04000000000000001
Somalia,2024,2,0.2,0.17,0.08000000000000002
South Africa,1992,1,0.1,0.085,0.04000000000000001
South Africa,1993,1,0.1,0.085,0.04000000000000001
South Africa,1996,16,1.6,1.36,0.6400000000000001
South Africa,1997,11,1.1,0.935,0.44000000000000006
South Africa,1998,12,1.2,1.02,0.48
South Africa,2000,13,1.3,1.105,0.52
South Africa,2001,8,0.8,0.68,0.32000000000000006
South Africa,2002,8,0.8,0.68,0.32000000000000006
South Africa,2004,8,0.8,0.68,0.32000000000000006
South Africa,2005,14,1.4,1.19,0.5599999999999999
South Africa,2008,8,0.8,0.68,0.32000000000000006
South Africa,2009,4,0.4,0.34,0.16000000000000003
South Africa,2010,3,0.3,0.255,0.12
South Africa,2012,2,0.2,0.17,0.08000000000000002
South Africa,2013,15,1.5,1.275,0.6000000000000001
South Africa,2015,7,0.7,0.595,0.27999999999999997
South Africa,2016,1,0.1,0.085,0.04000000000000001
South Africa,2017,6,0.6,0.51,0.24
South Africa,2019,3,0.3,0.255,0.12
South Africa,2021,6,0.6,0.51,0.24
South Africa,2023,2,0.2,0.17,0.08000000000000002
South Africa,2024,11,1.1,0.935,0.44000000000000006
South Africa,2025,14,1.4,1.19,0.5599999999999999
South Africa,2026,1,0.1,0.085,0.04000000000000001
South Korea,1954,7,0.7,0.595,0.27999999999999997
South Korea,1956,9,0.9,0.765,0.36000000000000004
South Korea,1960,11,1.1,0.935,0.44000000000000006
South Korea,1961,4,0.4,0.34,0.16000000000000003
South Korea,1964,2,0.2,0.17,0.08000000000000002
South Korea,1969,6,0.6,0.51,0.24
South Korea,1972,7,0.7,0.595,0.27999999999999997
South Korea,1973,10,1.0,0.85,0.4
South Korea,1977,16,1.6,1.36,0.6400000000000001
South Korea,1980,12,1.2,1.02,0.48
South Korea,1981,7,0.7,0.595,0.27999999999999997
South Korea,1984,1,0.1,0.085,0.04000000000000001
South Korea,1985,17,1.7,1.4449999999999998,0.68
South Korea,1986,4,0.4,0.34,0.16000000000000003
South Korea,1988,11,1.1,0.935,0.44000000000000006
South Korea,1989,30,3.0,2.55,1.2000000000000002
South Korea,1990,1,0.1,0.085,0.04000000000000001
South Korea,1993,32,3.2,2.72,1.2800000000000002
South Korea,1994,4,0.4,0.34,0.16000000000000003
South Korea,1996,7,0.7,0.595,0.27999999999999997
South Korea,1997,28,2.8,2.38,1.1199999999999999
South Korea,1998,2,0.2,0.17,0.08000000000000002
South Korea,2000,11,1.1,0.935,0.44000000000000006
South Korea,2001,3,0.3,0.255,0.12
South Korea,2002,11,1.1,0.935,0.44000000000000006
South Korea,2004,18,1.8,1.53,0.7200000000000001
South Korea,2005,9,0.9,0.765,0.36000000000000004
South Korea,2006,3,0.3,0.255,0.12
South Korea,2007,3,0.3,0.255,0.12
South Korea,2008,17,1.7,1.4449999999999998,0.68
South Korea,2009,5,0.5,0.425,0.2
South Korea,2010,6,0.6,0.51,0.24
South Korea,2011,25,2.5,2.125,1.0
South Korea,2012,11,1.1,0.935,0.44000000000000006
South Korea,2013,4,0.4,0.34,0.16000000000000003
South Korea,2014,3,0.3,0.255,0.12
South Korea,2015,31,3.1,2.635,1.2400000000000002
South Korea,2016,9,0.9,0.765,0.36000000000000004
South Korea,2017,3,0.3,0.255,0.12
South Korea,2018,3,0.3,0.255,0.12
South Korea,2019,16,1.6,1.36,0.6400000000000001
South Korea,2021,20,2.0,1.7,0.8
South Korea,2022,10,1.0,0.85,0.4
South Korea,2023,8,0.8,0.68,0.32000000000000006
South Korea,2024,35,3.5,2.975,1.4000000000000001
South Korea,2025,8,0.8,0.68,0.32000000000000006
South Korea,2026,2,0.2,0.17,0.08000000000000002
South Sudan,2015,1,0.1,0.085,0.04000000000000001
South Sudan,2019,1,0.1,0.085,0.04000000000000001
South Sudan,2024,1,0.1,0.085,0.04000000000000001
South Sudan,2025,2,0.2,0.17,0.08000000000000002
Spain,1928,9,0.9,0.765,0.36000000000000004
Spain,1934,15,1.5,1.275,0.6000000000000001
Spain,1950,17,1.7,1.4449999999999998,0.68
Spain,1954,6,0.6,0.51,0.24
Spain,1957,12,1.2,1.02,0.48
Spain,1959,7,0.7,0.595,0.27999999999999997
Spain,1961,7,0.7,0.595,0.27999999999999997
Spain,1962,9,0.9,0.765,0.36000000000000004
Spain,1963,2,0.2,0.17,0.08000000000000002
Spain,1964,11,1.1,0.935,0.44000000000000006
Spain,1965,5,0.5,0.425,0.2
Spain,1966,6,0.6,0.51,0.24
Spain,1967,4,0.4,0.34,0.16000000000000003
Spain,1968,2,0.2,0.17,0.08000000000000002
Spain,1969,9,0.9,0.765,0.36000000000000004
Spain,1970,3,0.3,0.255,0.12
Spain,1971,10,1.0,0.85,0.4
Spain,1972,3,0.3,0.255,0.12
Spain,1973,6,0.6,0.51,0.24
Spain,1974,4,0.4,0.34,0.16000000000000003
Spain,1975,6,0.6,0.51,0.24
Spain,1976,2,0.2,0.17,0.08000000000000002
Spain,1977,3,0.3,0.255,0.12
Spain,1978,10,1.0,0.85,0.4
Spain,1979,5,0.5,0.425,0.2
Spain,1980,2,0.2,0.17,0.08000000000000002
Spain,1982,8,0.8,0.68,0.32000000000000006
Spain,1983,20,2.0,1.7,0.8
Spain,1984,8,0.8,0.68,0.32000000000000006
Spain,1985,5,0.5,0.425,0.2
Spain,1986,14,1.4,1.19,0.5599999999999999
Spain,1987,11,1.1,0.935,0.44000000000000006
Spain,1988,9,0.9,0.765,0.36000000000000004
Spain,1989,14,1.4,1.19,0.5599999999999999
Spain,1990,19,1.9,1.615,0.76
Spain,1991,4,0.4,0.34,0.16000000000000003
Spain,1992,8,0.8,0.68,0.32000000000000006
Spain,1993,19,1.9,1.615,0.76
Spain,1994,21,2.1,1.785,0.8400000000000001
Spain,1995,14,1.4,1.19,0.5599999999999999
Spain,1996,19,1.9,1.615,0.76
